caw_code,polling_centre_code,polling_centre_name,polling_centre_key
559,8,MUGUTHA PRIMARY SCHOOL,10181
560,9,NDURURUMO PRIMARY SCHOOL,10182
560,10,KUMURA PRIMARY SCHOOL,10183
560,11,THOME PRIMARY SCHOOL,10184
560,12,RURII PRIMARY SCHOOL,10185
560,13,MAGOMANO PRIMARY SCHOOL,10186
560,14,THETA CHIEFS CAMP,10187
561,15,KIBII PRIMARY SCHOOL,10188
561,16,MIRIMAINI PRIMARY SCHOOL,10189
561,17,DO'S OFFICE MUCHATHA,10190
561,18,JOYLAND TANK GROUND,10191
561,19,KENYATTA ROAD TANK  GROUND,10192
561,20,OASIS GROUND,10193
561,21,JUJA CHIEF'S OFFICE,10194
561,22,KIAORA PR.SCH,10195
561,23,ASST. CHIEF'S  OFFICE,10196
561,24,ST.PAUL GACHORORO PR.SCH,10197
561,25,GACHORORO PRIMARY SCHOOL,10198
561,26,ST. MATHEW ACK CHURCH,10199
561,27,JOMO KENYATTA D.E.B PRIMARY SCHOOL,10200
562,28,NYACABA PRIMARY SCHOOL,10201
562,29,MUTHARA PRIMARY SCHOOL,10202
562,30,KURAIHA PRIMARY SCHOOL,10203
562,31,KARAMAINI PRIMARY SCHOOL,10204
562,32,KARAKUTA PRIMARY SCHOOL,10205
563,33,ATHI PRIMARY SCHOOL,10206
563,34,JUJA FARM PRIMARY SCHOOL,10207
563,35,THIRIRIKA PRIMARY SCHOOL,10208
563,36,KIGWE PRIMARY SCHOOL,10209
563,37,MWERERI PRIMARY SCHOOL,10210
563,38,KALIMONI CHIEF S POST,10211
564,1,THIKA TECHNICAL INSTITUTE,10212
564,2,NEW GARISSA ROAD. PRIMARY SCHOOL,10213
564,3,THIKA STADIUM,10214
564,4,MUGUMOINI PRIMARY SCHOOL,10215
564,5,MOI PRIMARY SCHOOL,10216
564,6,KISIWA PRIMARY SCHOOL,10217
564,7,EAGAADS SOCIAL HALL,10218
564,8,MARYHILL HIGH SCHOOL,10219
564,9,KARIBARIBI PRIMARY SCHOOL,10220
564,10,CHATHI POLICE POST,10221
564,11,ATHENA PRIMARY SCHOOL,10222
565,12,KAMENU PRIMARY SCHOOL,10223
565,13,KENYATTA PRIMARY SCHOOL,10224
565,14,KIGANJO  PRIMARY SCHOOL,10225
565,15,THIKA BARRACKS PRIMARY SCHOOL,10226
565,16,MOUTAIN VIEW PRIMARY SCHOOL,10227
565,17,KIMUCHU PRIMARY SCHOOL,10228
566,18,MINISTRY OF WORKS CANTEEN,10229
566,19,THIKA PRIMARY SCHOOL,10230
566,20,ST. PATRICK PRIMARY SCHOOL,10231
566,21,JAMHURI PRIMARY SCHOOL,10232
566,22,MUNICIPAL COMMUNITY HALL,10233
566,23,HESHIMA PRIMARY SCHOOL,10234
566,24,THIKA APPROVED SCHOOL,10235
566,25,JOYTOWN SECONDARY SCH00L,10236
566,26,UMOJA PRIMARY SCHOOL,10237
567,27,GATUANYAGA PRIMARY SCHOOL,10238
567,28,GATUANYAGA VILLAGE DELMONTE,10239
567,29,KILIMAMBOGO TEACHERS TRAINING COLLEGE,10240
567,30,MUNYU PRIMARY SCHOOL,10241
567,31,KOMO PRIMARY SCHOOL,10242
567,32,MAGANA PRIMARY SCHOOL,10243
568,33,NGOLIBA PRIMARY SCHOOL,10244
568,34,NDULA PRIMARY SCHOOL,10245
568,35,KILIMAMBOGO WATER TANK,10246
568,36,MAGOGONI PRIMARY SCHOOL,10247
569,1,TATU  PRIMARY SCHOOL,10248
569,2,BTL AP POST,10249
569,3,NGEWE  PRIMARY SCHOOL,10250
569,4,GITOTHUA PRIMARY SCHOOL,10251
569,5,MEMBLEY POLICE POST,10252
570,6,KIHUNGURO AP POST,10253
570,7,MATOPENI  PRIMARY SCHOOL,10254
570,8,GITHUNGURI RANCH  PRIMARY SCHOOL,10255
570,9,RUIRU SECONDARY SCHOOL,10256
570,10,ST. GEORGES  PRIMARY SCHOOL,10257
570,11,RUIRU KENYA RAILWAYS HALL,10258
571,12,GIKUMARI  PRIMARY SCHOOL,10259
571,13,KWIHOTA  PRIMARY SCHOOL,10260
571,14,GATONG ORA  PRIMARY SCHOOL,10261
571,15,KIRATINA PRIMARY SCHOOL,10262
572,16,ACK KAHAWA SUKARI,10263
572,17,NDIINI  PRIMARY SCHOOL,10264
573,18,NAKUMATT  WENDANI  GROUND,10265
573,19,KAHAWA SUKARI CHIEFS CAMP,10266
574,20,GITHURAI KIMBO  PRIMARY SCHOOL,10267
574,21,KWANGETHE PRIMARY SCHOOL,10268
574,22,GITHURAI MIXED SECONDARY SCHOOL,10269
575,23,MWIKI ASSISTANT CHIEF CAMP,10270
575,24,ST. AUGUSTINE CATHOLIC CHURCH,10271
575,25,MWIKI  PRIMARY SCHOOL,10272
576,26,MWIHOKO  PRIMARY SCHOOL,10273
577,1,GITHUNGURI TOWNSHIP PRIMARY SCHOOL,10274
577,2,KAHUNIRA PRIMARY SCHOOL,10275
577,3,GITHUNGURI PRIMARY SCHOOL,10276
577,4,MIIRI PRIMARY SCHOOL,10277
577,5,RIAMUTE PRIMARY SCHOOL,10278
577,6,GATHANJI PRIMARY SCHOOL,10279
577,7,KIAIRIA PRIMARY SCHOOL,10280
577,8,A.K.MAGUGU PRIMARY SCHOOL,10281
577,9,CIIKO PRIMARY SCHOOL,10282
577,10,NGOCHI NURSERY SCHOOL,10283
577,11,GITWE GIRLS SECONDARY SCHOOL,10284
577,12,KINDIGA PRIMARY SCHOOL,10285
577,13,ST. JOSEPHS HIGH SCHOOL GITHUNGURI,10286
578,14,GATINA PRIMARY SCHOOL,10287
578,15,GATHANGARI PRIMARY SCHOOL,10288
578,16,KANYORE PRIMARY SCHOOL,10289
578,17,MATHANJA PRIMARY SCHOOL,10290
578,18,GITHIGA PRIMARY SCHOOL,10291
578,19,MATUGUTA PRIMARY SCHOOL,10292
578,20,GATITU PRIMARY SCHOOL,10293
578,21,NJENGA PRIMARY SCHOOL,10294
578,22,GITIHA YOUTH POLYTECHNIC WORKSHOP,10295
578,23,GITHIGA HIGH SCHOOL,10296
578,24,GATAKA PRIMARY SCHOOL,10297
578,25,GATHAITHI SECONDARY SCHOOL,10298
579,26,KAMONDO PRIMARY SCHOOL,10299
579,27,IKINU PRIMARY SCHOOL,10300
579,28,NGEMWA PRIMARY SCHOOL,10301
579,29,GATHAITHI PRIMARY SCHOOL,10302
579,30,KIAIBABU PRIMARY SCHOOL,10303
579,31,KARIA PRIMARY SCHOOL,10304
579,32,RIOKI POLYTECHNIC,10305
579,33,WILLIAM NG IRU SECONDARY SCHOOL,10306
580,34,NDIRITI PRIMARY SCHOOL,10307
580,35,GIATHIEKO PRIMARY SCHOOL,10308
580,36,MITAHATO PRIMARY SCHOOL,10309
580,37,KANJAI PRIMARY SCHOOL,10310
580,38,MUKUBU PRIMARY SCHOOL,10311
580,39,GIAGITHU COFFEE FACTORY,10312
580,40,NGEWA PRIMARY SCHOOL,10313
580,41,MIGUTA PRIMARY SCHOOL,10314
580,42,KIAMBURURU PRIMARY SCHOOL,10315
580,43,NJUNU PRIMARY SCHOOL,10316
580,44,NYAGA PRIMARY SCHOOL,10317
581,45,KIGUMO PRIMARY SCHOOL,10318
581,46,GITOMBO PRIMARY SCHOOL,10319
581,47,KIAWAIRIA PRIMARY SCHOOL,10320
581,48,GATHUGU PRIMARY SCHOOL,10321
581,49,GITHIORO PRIMARY SCHOOL,10322
581,50,GITHIMA PRIMARY SCHOOL,10323
581,51,GATHIRUINI PRIMARY SCHOOL,10324
581,52,KOMOTHAI PRIMARY SCHOOL,10325
581,53,KIAWAIGURU PRIMARY SCHOOL,10326
581,54,THUITA SOCIAL HALL,10327
581,55,THUITA PRIMARY SCHOOL,10328
581,56,KAGEMA PRIMARY SCHOOL,10329
581,57,KOROKORO NURSERY SCHOOL,10330
581,58,KIBICHOI PRIMARY SCHOOL,10331
581,59,KIHURIRIO PRIMARY SCHOOL,10332
581,60,NGINDURI PRIMARY SCHOOL,10333
581,61,KOMOTHAI GIRLS SECONDARY SCHOOL,10334
581,62,KIEREINI SECONDARY SCHOOL,10335
581,63,BARIKONGO COFFEE FACTORY,10336
582,1,TINGANGA PRI SCH,10337
582,2,BENSON NJAU PRI SCH,10338
582,3,TINGANGA MODEL PRI SCH,10339
582,4,KONGO PRI SCH,10340
582,5,ST.ANNES LIOKI,10341
582,6,KIU RIVER PRI SCH,10342
582,7,MACHIRI PRI SCH,10343
582,8,ANMER HEALTH CENTER,10344
582,9,NGAITA COFFEE FACTORY,10345
583,10,NDUMBERI PRI SCH,10346
583,11,NDUMBERI POLY TECH,10347
583,12,KARUNGA PRI SCH,10348
583,13,KANGOYA PRI SCH,10349
583,14,KANUNGA HIGH SCH,10350
583,15,MUNGAI CHENGECHA PRI SCH,10351
583,16,NGEGU PRI SCH,10352
583,17,LORETO PRI SCH,10353
583,18,NJUNU COFFEE FACTORY,10354
584,19,RIABAI PRI SCH,10355
584,20,CHIEF WANDIE PRI SCH,10356
584,21,GICHOCHO PRI SCH,10357
584,22,RIABAI COFFEE FACTORY,10358
584,23,ACK KIHINGO NURS SCH,10359
584,24,KIRIGITI EDUC CENTER,10360
584,25,GITAMAIYU NURS SCH,10361
585,26,KASARINI PRI SCH,10362
585,27,THINDIGUA PRI  SCH,10363
585,28,KIAMBU INST & TECH,10364
585,29,KIAMUMBI PRI SCH,10365
585,30,KIAMBU HIGH SCH,10366
585,31,KIAMBU MUN HALL,10367
585,32,KIAMBU PRI SCH,10368
585,33,KIAMBU MUN OFFICE,10369
585,34,KIAMBU C.C WORKSHOP,10370
585,35,MADARAKA GARDENS,10371
585,36,KIAMBU TOWNSHIP SEC.SCHOOL,10372
585,37,ST MARY ACK THINDIGUA PRI SCH,10373
586,1,NJENGA KARUME PRI SCH,10374
586,2,NGORONGO TEA FACTORY,10375
586,3,KAWAIDA PRI SCH,10376
586,4,KIBUBUTI PRI SCH,10377
586,5,KINGOTHUA PRI SCH,10378
586,6,GATONO NURS SCH,10379
586,7,KAWAIDA NURS SCH,10380
587,8,KIAMBAA PRI SCH,10381
587,9,KIAMBAA CHIEFS CAMP,10382
587,10,KARURI HIGH SCHOOL,10383
587,11,MUTHURWA PRI SCH,10384
587,12,KIBATHI PRI SCH,10385
587,13,THIMBIGUA PRI SCH,10386
587,14,KARURI PRI SCH,10387
587,15,KIMUGA CATTLE DIP,10388
588,16,GACHARAGE PRI SCH,10389
588,17,RUAKA NURS SCH,10390
588,18,MUYA PRI SCH,10391
588,19,NDENDERU PRI SCH,10392
588,20,KARURA PRI SCH,10393
588,21,WANGUNYU PRI SCH,10394
588,22,KIHARA SEC SCH,10395
589,23,WAGUTHU PRI SCH,10396
589,24,MAYUYU PRI SCH,10397
589,25,MUCHATHA PRI SCH,10398
589,26,MUONGOIYA PRI SCH,10399
589,27,ACK NJORO NURS SCH,10400
589,28,GIICHI ASS CHIEFS OFFICE,10401
589,29,MUCHATHA NURS SCH,10402
590,30,GACHIE PRI SCH,10403
590,31,KAMUIRU PRI SCH,10404
590,32,LOWER KIHARA PRI SCH,10405
590,33,ST JAMES ACK RIVERROAD,10406
590,34,GACHIE OPEN AIR MKT,10407
591,1,RUNGIRI SEC.SCH,10408
591,2,NGURE PRI.SCH,10409
591,3,KANYARIRI PRI.SCH,10410
591,4,KANYARIRI SEC.SCH,10411
591,5,RUKUBI PRI.SCH,10412
591,6,CHURA PRI.SCH,10413
591,7,NDURARUA PRI.SCH,10414
592,8,WANGIGE PR SCH,10415
592,9,ST. KEVIN'S SEC SCH,10416
592,10,KAMONJONI PRI.SCH,10417
592,11,KANJERU PRI.SCH,10418
592,12,KAHUHO UHURU HIGH SCHOOL,10419
592,13,MUGUGA PRI.SCH,10420
592,14,MUGUGA YOUTH POLYTECHNIC,10421
593,15,NYATHUNA PR.SCH,10422
593,16,ST. ANDREW'S KAMORIANI NUR SCH,10423
593,17,ST. MARY'S KAIMBA,10424
593,18,KIRANGARI PRI.SCH,10425
593,19,KIRANGARI HIGH SCH,10426
593,20,KARURA KANYUNGU ACADEMY,10427
593,21,KIBIKU PR.SCH,10428
593,22,MAHIA-INI PR.SCH,10429
593,23,GATHIGA PR.SCH,10430
594,24,MWIMUTO NUR. SCH,10431
594,25,KIBICHIKU SEC. SCH,10432
594,26,WANGIGE HEALTH CENTER,10433
594,27,WANGIGE MARKET,10434
594,28,NDONGORO PR SCH,10435
594,29,KIN'GEERO PRI.SCH,10436
594,30,KABETE HIGH SCH,10437
595,31,UTHIRU NUR SCH,10438
595,32,UTHIRU PR.SCH,10439
595,33,UTHIRU GIRLS HIGH SCH.,10440
596,1,WAMBAA PRI. SCH,10441
596,2,RIU-NDERI NURSERY SCH,10442
596,3,GICHURU MEMORIAL HIGH SCH,10443
596,4,GIKAMBURA PR. SCH,10444
596,5,GICHARANI PR. SCH,10445
596,6,MAI-A-IHII HIGH SCH,10446
596,7,GITIBA PR. SCH,10447
597,8,KANDENG'WA PRI.SCH,10448
597,9,VETERINARY SOCIAL HALL,10449
597,10,RENGUTI HIGH SCH,10450
597,11,KAMANGU PR SCH,10451
597,12,GATUNE PRI.SCH,10452
597,13,NACHU PRI.SCH,10453
597,14,KANYIHA PR. SCH,10454
597,15,LUSIGETTI PR.SCH,10455
597,16,NJUMBI PR.SCH,10456
598,17,GICHURU'S DISPENSARY,10457
598,18,NDERI PRI SCH,10458
598,19,NDERI SEC SCH,10459
598,20,NGURIUNDITU PRI SCH,10460
598,21,KANYANJARA PRI.SCH,10461
598,22,NDUMA PRI.SCH,10462
598,23,KERWA PRI.SCH,10463
598,24,THAMANDA NUR.SCH,10464
599,25,DAGORETTI NURSERY,10465
599,26,BARANIKI NURSARY SCH,10466
599,27,MAGUTU-INI PR. SCH,10467
599,28,THIRIME PR.  SCH,10468
599,29,THOGOTO YOUTH POLYTECHNIC,10469
599,30,THOGOTO PR. SCH,10470
599,31,MUSA GITAU PR.SCH,10471
599,32,UNDIRI ADULT EDUCATION CENTRE,10472
599,33,KIDFARMACO PR. SCH,10473
599,34,KIKUYU TOWNSHIP PRI. SCH.,10474
600,35,HGM KINOO PRI SCH,10475
600,36,KINOO NUR SCH,10476
600,37,GICHECHENI PCEA HALL,10477
600,38,P.C.E.A. MAMA NGINA KENYATTA PRI.SCH,10478
601,1,ST. JOHN BOSCO PRIMARY SCHOOL,10479
601,2,MURENGETI PRIMARY SCHOOL,10480
601,3,NGARARIGA PRIMARY SCHOOL,10481
601,4,KINYOGORI HIGH SCHOOL,10482
601,5,MANGUO PRIMARY SCHOOL,10483
601,6,BIBIRIONI PRIMARY SCHOOL,10484
601,7,GITOGOTHI P.C.E.A NURSERY SCHOOL,10485
601,8,KINYOGORI PRIMARY SCHOOL,10486
602,9,KAMIRITHU POLYTECHNIC,10487
602,10,KAMIRITHU PRIMARY SCHOOL,10488
602,11,THARUNI PRIMARY SCHOOL,10489
602,12,KAMANDURA PRIMARY SCHOOL,10490
602,13,LIMURU PRIMARY SCHOOL,10491
602,14,LIMURU MODEL PRIMARY SCHOOL,10492
602,15,RIRONI PRIMARY SCHOOL,10493
602,16,GATIMU NURSERY SCHOOL,10494
602,17,MITHIGA NURSERY SCHOOL,10495
602,18,NYORO PRIMARY SCHOOL,10496
602,19,NYATARAGI PRIMARY SCHOOL,10497
603,20,GITHUNGUCU PRIMARY SCHOOL,10498
603,21,TIEKUNU PRIMARY SCHOOL,10499
603,22,RWAMBURI KIUGU PRIMARY SCHOOL,10500
603,23,NDERU PRIMARY SCHOOL,10501
603,24,MAKUTANO PRIMARY SCHOOL,10502
603,25,KIAWANDA PRIMARY SCHOOL,10503
603,26,THIGIO PRIMARY SCHOOL,10504
603,27,TUTU PRIMARY SCHOOL,10505
603,28,GITUTHA PRIMARY SCHOOL,10506
603,29,GATUURA PRIMARY SCHOOL,10507
603,30,KIRIRI PRIMARY SCHOOL,10508
603,31,MIRITHU PRIMARY SCHOOL,10509
603,32,RWACUMARI PRIMARY SCHOOL,10510
604,33,KIAWAROGA PRIMARY SCHOOL,10511
604,34,KARIRANA TEA FACTORY SOCIAL HALL,10512
604,35,MUTOSI NURSERY SCHOOL,10513
604,36,A.C.K. RIARA RIDGE NURSERY SCHOOL,10514
604,37,RWAKA PRIMARY SCHOOL,10515
604,38,KIRATHIMO SOCIAL HALL,10516
604,39,LIMURU GIRLS SCHOOL,10517
604,40,ITUNGI NURSERY SCHOOL,10518
604,41,ST MONICAH CATHOLIC CHURCH,10519
605,42,MAARA PRIMARY SCHOOL,10520
605,43,MAHINGA PRIMARY SCHOOL,10521
605,44,KABUKU PRIMARY SCHOOL,10522
605,45,UMOJA PRIMARY SCHOOL,10523
605,46,ST.PAUL'S PRIMARY SCHOOL,10524
605,47,NYANJEGA PRIMARY SCHOOL,10525
605,48,GICHURU HIGH SCHOOL,10526
605,49,TIGONI PRIMARY SCHOOL,10527
605,50,ACK KANTARIA SOCIAL HALL,10528
605,51,NGECHA PRIMARY SCHOOL,10529
605,52,MANJIRI  CATHOLIC CHURCH,10530
606,1,SULMAC PRIMARY SCHOOL,10531
606,2,KAMAE PRIMARY SCHOOL,10532
606,3,RAGIA PRIMARY SCHOOL,10533
606,4,MUGIKO PRIMARY SCHOOL,10534
606,5,MUTHAI-INI PRIMARY SCHOOL,10535
606,6,KINALE PRIMARY SCHOOL,10536
606,7,UTUGI PRIMARY SCHOOL,10537
606,8,CROSS ROAD PRIMARY SCHOOL,10538
606,9,MIRANGI PRIMARY SCHOOL,10539
606,10,KIRASHA PRIMARY SCHOOL,10540
606,11,HURUMA PRIMARY SCHOOL,10541
606,12,SOKO MJINGA AP POST,10542
607,13,KIAMBOGO PRIMARY SCHOOL,10543
607,14,KIJABE PRIMARY SCHOOL,10544
607,15,KING'ATUA PRIMARY SCHOOL,10545
607,16,MAGINA PRIMARY SCHOOL,10546
607,17,KAGO PRIMARY SCHOOL,10547
607,18,KIMENDE PRIMARY SCHOOL,10548
607,19,KIRIITA PYRETHRUM BOARD HALL,10549
607,20,MATATHIA PRIMARY SCHOOL,10550
607,21,MBAU-INI PRIMARY SCHOOL,10551
607,22,KAMBAA PRIMARY SCHOOL,10552
607,23,GITHOGOIYO PRIMARY SCHOOL,10553
607,24,MUKEU PRIMARY SCHOOL,10554
607,25,BATHI PRIMARY SCHOOL,10555
607,26,MUNYAKA PRIMARY SCHOOL,10556
607,27,TAKINYA NURSERY SCHOOL,10557
608,28,GAKENGE PRIMARY SCHOOL,10558
608,29,NYANDUMA PRIMARY SCHOOL,10559
608,30,KARIGU-INI PRIMARY SCHOOL,10560
608,31,GACHOIRE SECONDARY SCHOOL,10561
608,32,KAGUONGOPRIMARY SCHOOL,10562
608,33,GATAMAIYU PRIMARY SCHOOL,10563
608,34,KAGWE PRIMARY SCHOOL,10564
608,35,KAMAHINDU PRIMARY SCHOOL,10565
608,36,GATAMAIYU HIGH SCHOOL,10566
608,37,KARENGE PRIMARY SCHOOL,10567
608,38,KAGWE TOWNSHIP PRIMARY SCHOOL,10568
608,39,ST TERESA  PRIMARY SCHOOL NGENYA,10569
608,40,CHIBONI TEA BUYING CENTER,10570
608,41,MUHORO PRIMARY SCHOOL,10571
609,42,KAMUCHEGE PRIMARY SCHOOL,10572
609,43,MUTHANDE PRIMARY SCHOOL,10573
609,44,WANGWARE PRIMARY SCHOOL,10574
609,45,MATIMBEI PRIMARY SCHOOL,10575
609,46,KAMBURU HIGH SCHOOL,10576
609,47,KAMBURU PRIMARY SCHOOL,10577
609,48,NYAMUTHANGA PRIMARY SCHOOL,10578
609,49,GATHIMA PRIMARY SCHOOL,10579
609,50,KAMAHIA PRIMARY SCHOOL,10580
609,51,KAGAA PRIMARY SCHOOL,10581
609,52,KIBATHITHI PRIMARY SCHOOL,10582
609,53,IRIA-INI NURSERY,10583
610,54,KIRENGA PRIMARY SCHOOL,10584
610,55,ESCARPMENT PRIMARY SCHOOL,10585
610,56,KABUNGE PRIMARY SCHOOL,10586
610,57,GITUAMBA PRIMARY SCHOOL,10587
610,58,LARI CO-OPERATIVE SOCIETY OFFICE,10588
610,59,GATHAITI PRIMARY SCHOOL,10589
610,60,GITITHIA PRIMARY SCHOOL,10590
610,61,KIBAGARE PRIMARY SCHOOL,10591
610,62,LARE PRIMARY SCHOOL,10592
610,63,NYAMWERU PRIMARY SCHOOL,10593
610,64,KWAREGI PRIMARY SCHOOL,10594
610,65,JUVENALIS GITAU PRIMARY SCHOOL,10595
610,66,KIRENGA GIRLS SECONDARY SCHOOL,10596
610,67,KANYEKINI PRIMARY SCHOOL,10597
611,1,KITOEKAKUMON NURSERY SCHOOL,10598
611,2,KAERIS PRIMARY SCHOOL,10599
611,3,NADUNGA PRIMARY SCHOOL,10600
611,4,KANGAKIPUR PRIMARY SCHOOL,10601
611,5,KANUKURDIO PRIMARY SCHOOL,10602
611,6,KAITUKO NURSERY SCHOOL,10603
611,7,MILIMATATU PRIMARY SCHOOL,10604
611,8,KALOPETA WATER POINT,10605
611,9,NGAURIENDIRA NURSERY SCHOOL,10606
611,10,KANGAMOJOJ PRIMARY SCHOOL,10607
612,11,TODONYANG PRIMARY SCHOOL,10608
612,12,NACHUKUI PRIMARY SCHOOL,10609
612,13,LOWARENGAK PRIMARY SCHOOL,10610
612,14,NARENGEWOI PRIMARY SCHOOL,10611
612,15,NARIOKOTOME PRIMARY SCHOOL,10612
612,16,KATABOI PRIMARY SCHOOL,10613
612,17,NASECHABUIN NURSERY SCHOOL,10614
612,18,LOMEKWI PRIMARY SCHOOL,10615
612,19,KATIKO PRIMARY SCHOOL,10616
612,20,RIOKOMOR PRIMARY SCHOOL,10617
612,21,KOKISELEI PRIMARY SCHOOL,10618
612,22,NAMOROTOT PRIMARY SCHOOL,10619
612,23,EPUR PRIMARY SCHOOL,10620
612,24,ATAPAR MOBILE,10621
612,25,MLANGO WATER POINT,10622
612,26,NARIOKOTOME WATER POINT,10623
612,27,LOKITOEANGABERU NURSERY SCHOOL,10624
612,28,PIRINGKAN NURSERY SCHOOL,10625
612,29,KOBOSAN WATER POINT,10626
612,30,KANGAKI PRIMARY SCHOOL,10627
612,31,KALOSEP WATER POINT,10628
612,32,LOKALOBOCHIO WATER POINT,10629
612,33,KAPEDOR WATER POINT,10630
612,34,NATOO WATER POINT,10631
612,35,LOALANY MOBILE,10632
613,36,LOKITAUNG PRIMARY SCHOOL,10633
613,37,NATUKOBENYO PRIMARY SCHOOL,10634
613,38,NAPETET PRIMARY SCHOOL,10635
613,39,KACHODA PRIMARY SCHOOL,10636
613,40,NATOO PRIMARY SCHOOL,10637
613,41,KAREBUR PRIMARY SCHOOL,10638
613,42,KOKURO PRIMARY SCHOOL,10639
613,43,SASAME PRIMARY SCHOOL,10640
613,44,NABULUKOK WATER POINT,10641
613,45,NAPEIKAR PRIMARY SCHOOL,10642
613,46,LIWAN WATER POINT,10643
613,47,LOMANAKEJU WATER POINT,10644
613,48,KANGIKAALA WATER POINT,10645
613,49,NAGIS WATER POINT,10646
613,50,LOPORUKOU WATER POINT,10647
613,51,KANGARUKIA PRIMARY SCHOOL,10648
613,52,NGIBURIN WATER POINT,10649
613,53,EBUR KACHERIONGOR WATER POINT,10650
613,54,ERUTH KAADO WATER POINT,10651
613,55,MAISA WATER POINT,10652
613,56,KAREENGATUNY WATER POINT,10653
613,57,LOTORONGORUK WATER POINT,10654
613,58,LOCHWA-ARENGAN WATER POINT,10655
613,59,MANALONGORIA WATER POINT,10656
613,60,LOCHOR EDOME WATER POINT,10657
614,61,LORUTH PRIMARY SCHOOL,10658
614,62,KARACH II MOBILE,10659
614,63,KOTOME MOBILE,10660
614,64,KAIKOR PRIMARY SCHOOL,10661
614,65,LOITANIT CENTRE,10662
614,66,KARUBANGOROK TRADING CENTER,10663
614,67,LOKOLIO WATER POINT,10664
614,68,NAKINOMET PRIMARY SCHOOL,10665
614,69,KAALENG PRIMARY SCHOOL,10666
614,70,KARIWORENG PRIMARY SCHOOL,10667
614,71,LOKIDONGO NURSERY SCHOOL,10668
614,72,LOKIMAE WATER POINT,10669
614,73,KAKELAE PRIMARY SCHOOL,10670
614,74,KAPELEWOI PRIMARY SCHOOL,10671
614,75,KAALEM PRIMARY SCHOOL,10672
614,76,KAIKOR  TRADING CENTRE,10673
614,77,KOPATIA NURSERY SCHOOL,10674
614,78,EKICHELES PRIMARY SCHOOL,10675
614,79,LORUMOR MOBILE,10676
615,80,KARACH I MOBILE,10677
615,81,LOBULONO WATER POINT,10678
615,82,KIBISH PRIMARY SCHOOL,10679
615,83,KEMOTHIA WATER POINT,10680
615,84,NATAPAR WATER POINT,10681
615,85,LOKAMARINYANG PRIMARY SCHOOL,10682
615,86,KOYASA PRIMARY SCHOOL,10683
615,87,KAITEDE MOBILE,10684
615,88,NATODOMERI MOBILE,10685
615,89,NAPAK PRIMARY SCHOOL,10686
616,90,KAKUMA BOYS SECONDARY SCHOOL,10687
616,91,MAKUTANO PRIMARY SCHOOL,10688
616,92,LOSANYANAIT WATER POINT,10689
616,93,LOKORE PRIMARY SCHOOL,10690
616,94,ATAERIKA WATER POINT,10691
616,95,NAMEYANA TRADING CENTER,10692
616,96,NADUAT PRIMARY SCHOOL,10693
616,97,MORULINGARENGAN TRADING CENTRE,10694
616,98,MORUANGIBUIN WATER POINT,10695
616,100,KOBUIN WATER POINT,10696
616,101,LOSAJAIT PRIMARY SCHOOL,10697
616,102,KALOPETASE PRIMARY SCHOOL,10698
616,103,KAEMONGOR MOBILE,10699
616,104,NAKILINGA WATER POINT,10700
616,105,NAMOR AKWAAK WATER POINT,10701
616,106,KAENYANGALUK PRIMARY SCHOOL,10702
616,107,PELEKECH PRIMARY SCHOOL,10703
617,1,ARID ZONE PRIMARY SCHOOL,10704
617,2,LORENG'O PRIMARY SCHOOL,10705
617,3,MORUNGOLE PRIMARY SCHOOL,10706
617,4,ABUR PRIMARY SCHOOL,10707
617,5,KAKUMA MIXED PRIMARY SCHOOL,10708
617,6,POKOTOM PRIMARY SCHOOL,10709
617,7,KAKUMA FRIENDSHIP HALL,10710
617,8,KAKUMA BARAZA PARK,10711
617,9,LOTAK PRIMARY SCHOOL,10712
617,10,WAPET PRIMARY SCHOOL,10713
617,11,LOKIDING WATER POINT,10714
617,12,LORENG PRIMARY SCHOOL,10715
617,13,KAKUMA PEACE CENTRE,10716
617,14,KAKUMA MULTI-PURPOSE YOUTH RESOURCE CENTRE,10717
617,15,KOMUDEI PRIMARY SCHOOL,10718
618,16,LOPUR PRIMARY SCHOOL,10719
618,17,LOCHOREDOME WATER POINT,10720
618,18,KOYO PRIMARY SCHOOL,10721
618,19,LOCHER EDOME PRIMARY SCHOOL,10722
618,20,MON PRIMARY SCHOOL,10723
618,21,NADOME WATER POINT,10724
618,22,KANGITESIROI PRIMARY SCHOOL,10725
618,81,LOCHOR-APUA WATER POINT,10726
619,23,LOLEMU WATER POINT,10727
619,24,LORENG TRADING CENTRE,10728
619,25,TULABALANY PRIMARY SCHOOL,10729
619,26,MUSUG PRIMARY SCHOOL,10730
619,27,LETEA PRIMARY SCHOOL,10731
619,28,LORITIT PRIMARY SCHOOL,10732
619,29,KATELEMOT WATER POINT,10733
619,30,MORUKIRIO K TRADING CENTRE,10734
619,31,LOKIPOTO PRIMARY SCHOOL,10735
619,32,LOCHOR EPETET WATER POINT,10736
619,33,KAIBOKOLEM MOBILE,10737
619,34,KAYOTOBERU MOBILE,10738
619,35,NARONGOLE MOBILE,10739
619,36,LOITO MOBILE,10740
619,37,WOTOM NURSERY SCHOOL,10741
620,38,LORAU WATER POINT,10742
620,39,NATAMAKARUO  WATER POINT,10743
620,40,LOKANGAE MOBILE,10744
620,41,SAINT  MARK SONGOT PRIMARY SCHOOL,10745
620,42,LOPWARIN MOBILE,10746
